JB05202|052|02|0|E|JB|80|120|210|1|900
IC11202|112|02|0|F|IC|80|120|215|1|900
ID13401|134|01|0|E|ID|80|120|215|1|900
ID148|148|00|1|E|ID|80|120|215|1|0
IG09004|090|04|0|E|IG|80|120|240|1|900
IG15501|155|01|0|E|IG|80|120|215|1|675
IG23703|237|03|0|E|IG|80|120|215|1|900
IH06301|063|01|0|E|IH|80|120|215|1|675
IH07401|074|01|0|E|IH|80|120|215|1|900
IH08304|083|04|0|E|IH|80|120|240|1|900
IH11202|112|02|0|E|IH|80|120|215|1|900
IH14102|141|02|0|E|IH|80|120|215|1|900
IH175|175|00|1|E|IH|80|120|215|1|0
II03803|038|03|0|F|II|80|120|215|1|900
IJ06004|060|04|0|F|IJ|80|120|120|1|675
IJ246|246|00|1|E|IJ|80|120|215|1|0
IK08702|087|02|0|F|IK|80|120|215|1|900
IK13802|138|02|0|F|IK|80|120|215|1|900
JI06103|061|03|0|E|JI|80|120|210|1|675
ID08901|089|01|0|E|ID|80|120|215|1|900
IE23302|233|02|0|F|IE|80|120|215|1|900
IF18901|189|01|0|E|IF|80|120|215|1|900
IG03901|039|01|0|E|IG|80|120|215|1|900
IG18403|184|03|0|E|IG|80|120|215|1|900
IF24603|246|03|0|E|IF|80|120|215|1|900
IH11201|112|01|0|E|IH|80|120|215|1|900
IH16904|169|04|0|E|IH|80|120|240|1|900
IH210|210|00|1|E|IH|80|120|215|1|0
IJ06103|061|03|0|F|IJ|80|120|215|1|675
IK07304|073|04|0|F|IK|80|120|220|1|900
IK156|156|00|1|P|IK|80|120|215|1|0
IK17002|170|02|0|F|IK|80|120|215|1|900
IK19901|199|01|0|F|IK|80|120|215|1|900
IL10803|108|03|0|F|IL|80|120|215|1|900
IL13401|134|01|0|F|IL|80|120|215|1|900
IM06301|063|01|0|F|IM|80|120|215|1|675
IM19304|193|04|0|F|IM|80|120|180|1|900
IM243|243|00|1|P|IM|80|120|215|1|0
IM24802|248|02|0|F|IM|80|120|215|1|900
IN05303|053|03|0|F|IN|80|120|215|1|900
JL184|184|00|1|P|JL|80|120|210|1|0
IK23303|233|03|0|F|IK|80|120|215|1|900
IL07901|079|01|0|F|IL|80|120|215|1|900
IK19401|194|01|0|F|IK|80|120|215|1|900
IL10802|108|02|0|F|IL|80|120|215|1|900
IL14901|149|01|0|F|IL|80|120|215|1|900
IM06202|062|02|0|F|IM|80|120|215|1|675
IM10702|107|02|0|F|IM|80|120|215|1|900
IM16304|163|04|0|F|IM|80|120|140|1|675
IN14502|145|02|0|F|IN|80|120|215|1|900
JK11604|116|04|0|F|JK|80|120|220|1|900
BF02603|026|03|0|F|BF|80|120|220|1|425
BI15201|152|01|0|F|BI|80|120|220|1|425
DE05102|051|02|0|E|DE|80|120|220|1|425
JC23804|238|04|0|E|JC|80|120|195|1|900
JB16904|169|04|0|E|JB|80|120|110|1|900
JB18104|181|04|0|F|JB|80|120|110|1|900
ID24002|240|02|0|F|ID|80|120|215|1|900
IG14201|142|01|0|E|IG|80|120|215|1|900
IH12202|122|02|0|E|IH|80|120|215|1|900
IH17403|174|03|0|E|IH|80|120|215|1|900
IH19402|194|02|0|F|IH|80|120|215|1|900
IH24102|241|02|0|E|IH|80|120|215|1|900
IH26504|265|04|0|E|IH|80|120|240|1|900
II04802|048|02|0|F|II|80|120|215|1|900
II077|077|00|1|E|II|80|120|215|1|0
II13203|132|03|0|E|II|80|120|215|1|675
IJ06003|060|03|0|F|IJ|80|120|215|1|675
IJ24004|240|04|0|F|IJ|80|120|240|1|900
IJ25904|259|04|0|F|IJ|80|120|240|1|900
IJ26501|265|01|0|F|IJ|80|120|215|1|900
IK19902|199|02|0|F|IK|80|120|215|1|900
IL04604|046|04|0|F|IL|80|120|195|1|900
IL09603|096|03|0|F|IL|80|120|215|1|900
IL10801|108|01|0|F|IL|80|120|215|1|900
IL117|117|00|1|P|IL|80|120|215|1|0
IL149|149|00|1|P|IL|80|120|215|1|0
IL19103|191|03|0|F|IL|80|120|215|1|900
IL24402|244|02|0|F|IL|80|120|215|1|900
IM16404|164|04|0|F|IM|80|120|140|1|675
JM25803|258|03|0|F|JM|80|120|210|1|900
DE11102|111|02|0|E|DE|80|120|220|1|425
DE11401|114|01|0|E|DE|80|120|220|1|425
DE11303|113|03|0|E|DE|80|120|220|1|425
JF25502|255|02|0|E|JF|80|120|210|1|900
JE08302|083|02|0|E|JE|80|120|210|1|900
JE11302|113|02|0|E|JE|80|120|210|1|900
JH08302|083|02|0|E|JH|80|120|210|1|900
JH24302|243|02|0|E|JH|80|120|210|1|900
IE20004|200|04|0|E|IE|80|120|240|1|900
JG12104|121|04|0|E|JG|80|120|110|1|900
JJ14702|147|02|0|E|JJ|80|120|189|1|900
IB22304|223|04|0|E|IB|80|120|180|1|900
IE15604|156|04|0|F|IE|80|120|240|1|675
IF18403|184|03|0|E|IF|80|120|215|1|900
IG04503|045|03|0|E|IG|80|120|215|1|900
JB13604|136|04|0|E|JB|80|120|110|1|900
JJ147|147|00|1|P|JJ|80|120|210|1|0
IB268|268|00|1|P|IB|80|120|215|1|0
IC24404|244|04|0|F|IC|80|120|195|1|900
ID08403|084|03|0|E|ID|80|120|215|1|900
ID14803|148|03|0|E|ID|80|120|215|1|900
IE23204|232|04|0|E|IE|80|120|240|1|900
IE24204|242|04|0|E|IE|80|120|240|1|900
IF19303|193|03|0|E|IF|80|120|215|1|900
IG05104|051|04|0|F|IG|80|120|110|1|900
IG080|080|00|1|E|IG|80|120|215|1|0
IG08502|085|02|0|E|IG|80|120|215|1|900
IG10904|109|04|0|E|IG|80|120|110|1|900
IG15403|154|03|0|E|IG|80|120|215|1|675
IG18401|184|01|0|E|IG|80|120|215|1|900
IH18403|184|03|0|E|IH|80|120|215|1|900
IG21403|214|03|0|E|IG|80|120|215|1|900
IH10803|108|03|0|E|IH|80|120|215|1|900
IH12204|122|04|0|E|IH|80|120|110|1|900
IH23503|235|03|0|E|IH|80|120|215|1|900
IH24003|240|03|0|E|IH|80|120|215|1|900
II03703|037|03|0|F|II|80|120|215|1|900
II098|098|00|1|E|II|80|120|215|1|0
II16204|162|04|0|E|II|80|120|240|1|675
II23402|234|02|0|E|II|80|120|215|1|900
IK24304|243|04|0|F|IK|80|120|220|1|900
IL23402|234|02|0|F|IL|80|120|215|1|900
IM09701|097|01|0|F|IM|80|120|215|1|900
IM10704|107|04|0|F|IM|80|120|180|1|900
